"","X","Species","subspecies","Mig_Sed","HowAssignedMig_Sed","Specimen..","Measurer","Collection","Collection.Year","Collection.Month","Collection.Day","Country","State.province","County.District","Locality","Elevation","Latitude","Longitude","BL.Average","BW.Average","BD.Average","Tarsus.Average","Kipp.s.Average","WC.Average","Tail","Age","Sex","trinomial","tip.label"
"914",1588,"Tyrannus_vociferans","vociferans","partial","taxonomy","140251","MM","The Field Museum","1905",11,1,"United States of America","Arizona","Pima","Tucson","",32.221775,-110.926445,15.655,8.375,7.19,19.495,40.635,130.77,86,"Adult","Male","Tyrannus vociferans vociferans","Tyrannus_vociferans_vociferans"
"915",1589,"Tyrannus_vociferans","vociferans","partial","taxonomy","11443","MM","Louisiana State University Museum of tural Sciences","1946",12,7,"Mexico","San Luis Potosi","","Villa Hidalgo, 2 miles north of village","5000m",22.38412,-101.713,14.34,8.835,7.095,19.4,39.825,130.93,85.65,"Adult","Male","Tyrannus vociferans vociferans","Tyrannus_vociferans_vociferans"
"916",1590,"Tyrannus_vociferans","vociferans","partial","taxonomy","47224","MM","Royal Ontario Museum","1950",3,4,"United States of America","California","San Luis Obispo County","7 mi E Shandon, San Juan Valley","",35.65518,-120.25,15.45,8.55,6.875,20.38,42.47,134.01,90.03,"Adult","Male","Tyrannus vociferans vociferans","Tyrannus_vociferans_vociferans"
"917",1591,"Tyrannus_vociferans","vociferans","partial","taxonomy","130768","MM","Royal Ontario Museum","1978",5,17,"United States of America","Texas","Brewster County","7 mi N Alpine","",30.4525,-103.658,NA,NA,NA,20.19,39.6,131.75,89.52,"Adult","Male","Tyrannus vociferans vociferans","Tyrannus_vociferans_vociferans"
"918",1592,"Tyrannus_vociferans","vociferans","partial","taxonomy","78268","MM","Royal Ontario Museum","1950",3,4,"United States of America","California","San Luis Obispo County","7 mi E Shandon, San Juan Valley","",35.65518,-120.25,15.03,8.325,7.205,20.685,38.43,128.7,91.77,"Adult","Male","Tyrannus vociferans vociferans","Tyrannus_vociferans_vociferans"
"919",1593,"Tyrannus_vociferans","vociferans","partial","taxonomy","45614","MM","Louisiana State University Museum of tural Sciences","1958",6,26,"Mexico","Sonora","","Guirocoba Ranch, 32 mi. SE Alamos","",27.3835,-109.088,14.385,8.87,6.61,19.995,33.435,123.35,88.77,"Adult","Male","Tyrannus vociferans vociferans","Tyrannus_vociferans_vociferans"
"920",1594,"Tyrannus_vociferans","vociferans","partial","taxonomy","16969","MM","Louisiana State University Museum of tural Sciences","1951",3,16,"Mexico","San Luis Potosi","","12 miles SE Santiago, Sierra del Zapote","780",21.81974,-101.201,15.055,8.945,7.165,19.55,37.34,127.94,87.23,"Adult","Male","Tyrannus vociferans vociferans","Tyrannus_vociferans_vociferans"
"921",1595,"Tyrannus_vociferans","vociferans","partial","taxonomy","70377","MM","The Field Museum","1916",3,30,"United States of America","California","Orange","Laguna Beach, California Hwy","",33.54225,-117.783,15.35,8.785,6.785,19.86,41.685,132.46,88.65,"Adult","Male","Tyrannus vociferans vociferans","Tyrannus_vociferans_vociferans"
"922",1596,"Tyrannus_vociferans","vociferans","partial","taxonomy","11445","MM","Louisiana State University Museum of tural Sciences","1948",2,19,"Mexico","San Luis Potosi","","Villa de Reyes, Laguno de las Rusias","6200 feet",21.80418,-100.932,15.485,8.605,6.905,20.08,38.545,129.84,90.05,"Adult","Male","Tyrannus vociferans vociferans","Tyrannus_vociferans_vociferans"
"923",1597,"Tyrannus_vociferans","vociferans","partial","taxonomy","82934","MM","Royal Ontario Museum","1954",3,11,"United States of America","California","San Luis Obispo County","Cholame","",35.7167,-120.283,16.015,8.46,6.8,20.42,38.885,132.79,91.61,"Adult","Male","Tyrannus vociferans vociferans","Tyrannus_vociferans_vociferans"
"924",1598,"Tyrannus_vociferans","vociferans","partial","taxonomy","100620","MM","Royal Ontario Museum","1968",5,16,"United States of America","Texas","Jeff Davis County","37 mi W Fort Davis, Gearhardt Ranch, Davis Mountains","",30.6128,-104.265,14.16,8.005,6.77,20.065,38.665,129.955,90.56,"Adult","Male","Tyrannus vociferans vociferans","Tyrannus_vociferans_vociferans"
"925",1599,"Tyrannus_vociferans","vociferans","partial","taxonomy","97457","MM","Royal Ontario Museum","1968",5,16,"United States of America","Texas","Jeff Davis County","35 mi NW Fort Davis, Gearhardt Ranch, Davis Mountains","",30.61339,-104.265,14.765,8.03,6.585,20.23,43.03,131.565,91.7,"Adult","Male","Tyrannus vociferans vociferans","Tyrannus_vociferans_vociferans"
"926",1600,"Tyrannus_vociferans","vociferans","partial","taxonomy","12380","MM","The Field Museum","1902",2,21,"Mexico","Guerrero","","Iguala","",18.34928,-99.5394,16.03,8.91,7.115,20.05,44.56,133.51,91.06,"Adult","Male","Tyrannus vociferans vociferans","Tyrannus_vociferans_vociferans"
"927",1601,"Tyrannus_vociferans","vociferans","partial","taxonomy","13474","MM","The Field Museum","1902",2,11,"Mexico","Guerrero","","Iguala","",18.34928,-99.5394,14.72,8.145,6.645,20.24,39.06,133.685,92.22,"Adult","Male","Tyrannus vociferans vociferans","Tyrannus_vociferans_vociferans"
"928",1602,"Tyrannus_vociferans","vociferans","partial","taxonomy","14246","MM","The Field Museum","1903",4,8,"United States of America","California","Monterey","Monterey","",36.17572,-121.382,15.53,9.83,7.32,19.545,38.54,122.855,89.06,"Adult","Male","Tyrannus vociferans vociferans","Tyrannus_vociferans_vociferans"
"929",1603,"Tyrannus_vociferans","vociferans","partial","taxonomy","78269","MM","Royal Ontario Museum","1953",6,5,"Canada","Ontario","Nipissing District","Achray, Algonquin Provincial Park","",45.86764,-77.757,15.13,8.835,7.335,19.58,38.02,127.75,89.26,"Adult","Male","Tyrannus vociferans vociferans","Tyrannus_vociferans_vociferans"
"930",1604,"Tyrannus_vociferans","vociferans","partial","taxonomy","123910","MM","Royal Ontario Museum","1975",10,3,"United States of America","Texas","Brewster County","14 mi S, 2 mi W Fort Davis","5100ft",30.39411,-103.934,NA,NA,NA,20.74,43.33,134.81,94.7,"Adult","Male","Tyrannus vociferans vociferans","Tyrannus_vociferans_vociferans"
"931",1605,"Tyrannus_vociferans","vociferans","partial","taxonomy","11446","MM","Louisiana State University Museum of tural Sciences","1946",11,27,"Mexico","San Luis Potosi","","Pendencia region, 2.5 miles south of village at Puerto de Lobos","4300 feet",22.52113,-99.5761,14.5,8.565,6.61,19.185,40.685,132.945,87.67,"Adult","Male","Tyrannus vociferans vociferans","Tyrannus_vociferans_vociferans"
"932",1606,"Tyrannus_vociferans","vociferans","partial","taxonomy","138262","MM","Royal Ontario Museum","1954",3,19,"United States of America","California","San Luis Obispo County","Cholame","",35.72372,-120.283,16.625,8.88,7.03,19.505,41.53,132.33,89.19,"Adult","Male","Tyrannus vociferans vociferans","Tyrannus_vociferans_vociferans"
"933",1607,"Tyrannus_vociferans","vociferans","partial","taxonomy","73943","MM","The Field Museum","1903",4,20,"Mexico","Durango","","Rio Sestin, NW Durango","2286m",24.02032,-104.658,13.965,8.77,6.745,19.925,38.04,133.25,91.13,"Adult","Male","Tyrannus vociferans vociferans","Tyrannus_vociferans_vociferans"
"934",1608,"Tyrannus_vociferans","vociferans","partial","taxonomy","16622","MM","The Field Museum","1901",6,5,"United States of America","Arizona","Cochise","Huachuca Mountains","",31.488997,-110.408142,15.095,8.865,7.35,19.785,NA,NA,90.69,"Adult","Male","Tyrannus vociferans vociferans","Tyrannus_vociferans_vociferans"
"935",1609,"Tyrannus_vociferans","vociferans","partial","taxonomy","126004","MM","Royal Ontario Museum","1976",5,27,"United States of America","Texas","Jeff Davis County","10 mi NW Alpine","",30.46114,-103.779,NA,NA,NA,19.19,37.29,129.25,88.42,"Adult","Male","Tyrannus vociferans vociferans","Tyrannus_vociferans_vociferans"
"936",1610,"Tyrannus_vociferans","vociferans","partial","taxonomy","7390","MM","Smithsonian tiol Museum of tural History","",NA,NA,"","","","","",NA,NA,15.34,8.735,NA,20.555,39.78,132.095,94.86,"Adult","Male","Tyrannus vociferans vociferans","Tyrannus_vociferans_vociferans"
"937",1611,"Tyrannus_vociferans","vociferans","partial","taxonomy","138263","MM","Royal Ontario Museum","1955",3,25,"United States of America","California","San Luis Obispo County","10 mi SE Shandon, Gillis Canyon","",35.63233,-120.249,16.42,9.075,7.915,20.23,39.225,132.3,93.56,"Adult","Male","Tyrannus vociferans vociferans","Tyrannus_vociferans_vociferans"
"938",1612,"Tyrannus_vociferans","vociferans","partial","taxonomy","7635","MM","Louisiana State University Museum of tural Sciences","1943",1,29,"Mexico","Federal District","","Xochimilco","",19.28293,-99.088,15.42,8.74,6.55,20.645,40.71,135.52,95.64,"Adult","Male","Tyrannus vociferans vociferans","Tyrannus_vociferans_vociferans"
"939",1613,"Tyrannus_vociferans","vociferans","partial","taxonomy","130810","MM","Royal Ontario Museum","1978",6,14,"Canada","Ontario","Parry Sound District","16 km NW Pointe au Baril Station","4270",45.72257,-80.4681,NA,NA,NA,20.03,43.06,132.69,93.02,"Adult","Male","Tyrannus vociferans vociferans","Tyrannus_vociferans_vociferans"
"940",1614,"Tyrannus_vociferans","vociferans","partial","taxonomy","130771","MM","Royal Ontario Museum","1977",7,14,"United States of America","Texas","Jeff Davis County","20 mi W Fort Davis, Davis Mountains","",30.59064,-104.227,NA,NA,NA,19.6,38.51,132.24,91.3,"Adult","Male","Tyrannus vociferans vociferans","Tyrannus_vociferans_vociferans"
"941",1615,"Tyrannus_vociferans","vociferans","partial","taxonomy","173509","MM","The Field Museum","1924",1,26,"Mexico","Baja California","","El Valle","",26.88333,-112.467,16.38,9.295,7.34,19.715,39.065,126.765,92.53,"Adult","Male","Tyrannus vociferans vociferans","Tyrannus_vociferans_vociferans"
"942",1616,"Tyrannus_vociferans","vociferans","partial","taxonomy","126006","MM","Royal Ontario Museum","1976",5,27,"United States of America","Texas","Jeff Davis County","10 mi NW Alpine","",30.46114,-103.779,NA,NA,NA,18.99,40.12,127.41,89.3,"Adult","Male","Tyrannus vociferans vociferans","Tyrannus_vociferans_vociferans"
"943",1617,"Tyrannus_vociferans","vociferans","partial","taxonomy","141501","MM","Royal Ontario Museum","1981",5,25,"United States of America","Texas","Brewster County","22 mi S Alpine","",30.03912,-103.574,NA,NA,NA,19.14,35.37,130.05,90.36,"Adult","Male","Tyrannus vociferans vociferans","Tyrannus_vociferans_vociferans"
"944",1618,"Tyrannus_vociferans","vociferans","partial","taxonomy","182000","MM","Louisiana State University Museum of tural Sciences","2006",10,9,"United States of America","Texas","Jeff Davis County","Farm House, Miller Ranch, 12.5 km west of Valentine ","1296m",30.6,-104.6333,16.51,8.99,6.955,19.955,NA,NA,94.47,"Adult","Male","Tyrannus vociferans vociferans","Tyrannus_vociferans_vociferans"
"945",1619,"Tyrannus_vociferans","vociferans","partial","taxonomy","82935","MM","Royal Ontario Museum","1950",3,11,"United States of America","California","San Luis Obispo County","7 mi E Shandon, San Juan Valley","",35.65518,-120.25,15.035,8.815,7.34,19.57,37.935,130.655,92.94,"Adult","Male","Tyrannus vociferans vociferans","Tyrannus_vociferans_vociferans"
"946",1620,"Tyrannus_vociferans","vociferans","partial","taxonomy","97456","MM","Royal Ontario Museum","1966",4,25,"United States of America","Texas","Brewster County","18 mi S Alpine, Brown Ranch","",30.1139,-103.601,NA,8.845,7.39,20.3,41.075,138.08,96.81,"Adult","Male","Tyrannus vociferans vociferans","Tyrannus_vociferans_vociferans"
"947",1621,"Tyrannus_vociferans","vociferans","partial","taxonomy","16972","MM","Louisiana State University Museum of tural Sciences","1951",3,4,"Mexico","San Luis Potosi","","Villar","",22.54464,-100.467,14.33,7.99,7.065,18.82,39.785,130.835,90.8,"Adult","Male","Tyrannus vociferans vociferans","Tyrannus_vociferans_vociferans"
"948",1622,"Tyrannus_vociferans","vociferans","partial","taxonomy","182001","MM","Louisiana State University Museum of tural Sciences","2006",10,9,"United States of America","Texas","Jeff Davis County","Miller Ranch, 12.5 km west of Valentine","1296m",30.6,-104.6333,14.375,8.42,7.18,19.65,36.89,128.77,95.23,"Adult","Male","Tyrannus vociferans vociferans","Tyrannus_vociferans_vociferans"
"949",1623,"Tyrannus_vociferans","vociferans","partial","taxonomy","27478","MM","Louisiana State University Museum of tural Sciences","1961",9,23,"Mexico","Oaxaca","","35 road miles north north east of Huajuapan de Leon on road to Tahuacan","6100 feet",16.60492,-94.2782,13.34,7.71,6.18,18.74,41.43,134.165,90.83,"Adult","Male","Tyrannus vociferans vociferans","Tyrannus_vociferans_vociferans"
"950",1624,"Tyrannus_vociferans","vociferans","partial","taxonomy","140253","MM","The Field Museum","1918",5,4,"United States of America","Arizona","Pima","Tucson","",32.221775,-110.926445,14.495,8.055,6.325,19.67,NA,NA,95.34,"Adult","Male","Tyrannus vociferans vociferans","Tyrannus_vociferans_vociferans"
"951",1625,"Tyrannus_vociferans","vociferans","partial","taxonomy","140252","MM","The Field Museum","1918",3,28,"United States of America","Arizona","Pima","Tucson","",32.221775,-110.926445,14.9,9.165,7.06,20.095,40.39,130.735,97.53,"Adult","Male","Tyrannus vociferans vociferans","Tyrannus_vociferans_vociferans"
"952",1626,"Tyrannus_vociferans","vociferans","partial","taxonomy","30798","MM","Smithsonian tiol Museum of tural History","",NA,NA,"Guatemala","Baja Verapaz","","Salama","",15.08094,-90.3227,15.71,8.945,6.75,19.34,42.605,134.97,94.33,"Adult","Male","Tyrannus vociferans vociferans","Tyrannus_vociferans_vociferans"
"953",1627,"Tyrannus_vociferans","vociferans","partial","taxonomy","140244","MM","The Field Museum","1905",4,17,"United States of America","Arizona","Cochise","Palmerlee","",31.4238,-110.207535,15.13,8.855,7.4,18.9,NA,NA,92.37,"Adult","Male","Tyrannus vociferans vociferans","Tyrannus_vociferans_vociferans"
"954",1628,"Tyrannus_vociferans","vociferans","partial","taxonomy","100623","MM","Royal Ontario Museum","1968",5,16,"United States of America","Texas","Jeff Davis County","37 mi W Fort Davis, Gearhardt Ranch, Davis Mountains","",30.6128,-104.265,13.965,8.42,6.685,18.605,38.365,131.305,91.98,"Adult","Male","Tyrannus vociferans vociferans","Tyrannus_vociferans_vociferans"
"955",1629,"Tyrannus_vociferans","vociferans","partial","taxonomy","45618","MM","Louisiana State University Museum of tural Sciences","1955",11,15,"Mexico","Guajuato","","5 mi. NW Irapuato","5700 feet",20.6784,-101.347,15.005,8.385,6.655,19,41.185,134.7,94.88,"Adult","Male","Tyrannus vociferans vociferans","Tyrannus_vociferans_vociferans"
"956",1630,"Tyrannus_vociferans","vociferans","partial","taxonomy","16471","MM","Louisiana State University Museum of tural Sciences","1950",11,1,"Mexico","San Luis Potosi","","Bledos","",22.52113,-100.458,14.165,8.11,6.925,18.87,41.41,136.285,96.3,"Adult","Male","Tyrannus vociferans vociferans","Tyrannus_vociferans_vociferans"
"957",1631,"Tyrannus_vociferans","xenopterus","sedentary","taxonomy","183405","MM","The Field Museum","1946",5,8,"Mexico","Guerrero","","Chilpancingo","",17.5506,-99.5058,14.97,7.72,6.065,19.65,NA,NA,NA,"Adult","Male","Tyrannus vociferans xenopterus","Tyrannus_vociferans_xenopterus"
"958",1632,"Tyrannus_vociferans","xenopterus","sedentary","taxonomy","183404","MM","The Field Museum","1946",6,20,"Mexico","Guerrero","","Chilpancingo","",17.5506,-99.5058,13.895,7.735,6.375,19.13,NA,NA,NA,"Adult","Male","Tyrannus vociferans xenopterus","Tyrannus_vociferans_xenopterus"
"959",1633,"Tyrannus_vociferans","xenopterus","sedentary","taxonomy","183408","MM","The Field Museum","1946",6,9,"Mexico","Guerrero","","Chilpancingo","",17.5506,-99.5058,14.86,8.12,6.765,20.13,NA,NA,NA,"Adult","Male","Tyrannus vociferans xenopterus","Tyrannus_vociferans_xenopterus"
"960",1634,"Tyrannus_vociferans","xenopterus","sedentary","taxonomy","183399","MM","The Field Museum","1946",2,4,"Mexico","Guerrero","","Chilpancingo","",17.5506,-99.5058,13.555,8.08,6.605,20.88,42.775,133.21,90.78,"Adult","Male","Tyrannus vociferans xenopterus","Tyrannus_vociferans_xenopterus"
"961",1635,"Tyrannus_vociferans","xenopterus","sedentary","taxonomy","183406","MM","The Field Museum","1946",1,19,"Mexico","Guerrero","","Chilpancingo","",17.5506,-99.5058,16.08,8.97,6.64,19.8,34.645,122.235,90.07,"Adult","Male","Tyrannus vociferans xenopterus","Tyrannus_vociferans_xenopterus"
"962",1636,"Tyrannus_vociferans","xenopterus","sedentary","taxonomy","183409","MM","The Field Museum","1946",4,27,"Mexico","Guerrero","","Chilpancingo","",17.5506,-99.5058,14.67,8.105,6.33,19.165,NA,NA,88.94,"Adult","Male","Tyrannus vociferans xenopterus","Tyrannus_vociferans_xenopterus"
"963",1637,"Tyrannus_vociferans","xenopterus","sedentary","taxonomy","14300","MM","Louisiana State University Museum of tural Sciences","1946",12,21,"Mexico","Guerrero","","Chilpancingo","",17.5506,-99.5058,15.585,8.745,7.115,20.585,42.2,135.135,97.28,"Adult","Male","Tyrannus vociferans xenopterus","Tyrannus_vociferans_xenopterus"
"964",1708,"Tyrannus_melancholicus","satrapa","partial","taxonomy","50575","MM","Louisiana State University Museum of tural Sciences","1963",4,22,"El Salvardor","Tecla/La Libertad (from data base)","","Santa Tecla","",13.49034,-89.3102,16.88,9.845,7.04,20.25,NA,NA,NA,"Adult","Male","Tyrannus melancholicus satrapa","Tyrannus_melancholicus_satrapa"
"965",1824,"Tyrannus_caudifasciatus","caudifasciatus","sedentary","taxonomy","323587","MM","Smithsonian tiol Museum of tural History","1930",9,6,"Cuba","Camaguey","","Blanca Cay","",22.76667,-80.3333,22.335,9.68,7.695,22.625,NA,NA,NA,"HatchYear","Male","Tyrannus caudifasciatus caudifasciatus","Tyrannus_caudifasciatus_caudifasciatus"
"966",1825,"Tyrannus_caudifasciatus","caudifasciatus","sedentary","taxonomy","323599","MM","Smithsonian tiol Museum of tural History","1930",8,31,"Cuba","Oriente","","Cabo Cruz","",19.90387,-77.3222,18.35,8.81,NA,22.25,22.895,101.695,81.25,"HatchYear","Male","Tyrannus caudifasciatus caudifasciatus","Tyrannus_caudifasciatus_caudifasciatus"
"967",1826,"Tyrannus_caudifasciatus","caudifasciatus","sedentary","taxonomy","354917","MM","Smithsonian tiol Museum of tural History","1933",7,5,"Cuba","Pir Del Rio","","Guane","",22.24591,-84.0366,17.785,8.875,NA,21.925,20.715,101.86,84.49,"HatchYear","Male","Tyrannus caudifasciatus caudifasciatus","Tyrannus_caudifasciatus_caudifasciatus"
"968",1827,"Tyrannus_caudifasciatus","jamaicensis","sedentary","taxonomy","30258","MM","Smithsonian tiol Museum of tural History","1868",8,1,"Jamaica","Saint Catherine","","Near Spanish Town","",18.19824,-77.3556,17.085,8.705,6.285,22.035,20.985,95.04,78.54,"HatchYear","Male","Tyrannus caudifasciatus jamaicensis","Tyrannus_caudifasciatus_jamaicensis"
"969",1828,"Tyrannus_caudifasciatus","jamaicensis","sedentary","taxonomy","47400","MM","Royal Ontario Museum","1891",7,7,"","","","","",18.02412,-76.8209,18.905,8.73,6.735,21.19,21.235,98.425,81.58,"HatchYear","Male","Tyrannus caudifasciatus jamaicensis","Tyrannus_caudifasciatus_jamaicensis"
"970",1829,"Tyrannus_caudifasciatus","jamaicensis","sedentary","taxonomy","30257","MM","Smithsonian tiol Museum of tural History","1968",8,1,"Jamaica","Saint Catherine","","Near Spanish Town","",18.19824,-77.3556,19.07,8.89,6.55,20.815,20.995,101.12,88.5,"HatchYear","Male","Tyrannus caudifasciatus jamaicensis","Tyrannus_caudifasciatus_jamaicensis"
"971",1830,"Tyrannus_caudifasciatus","taylori","sedentary","taxonomy","238869","MM","Smithsonian tiol Museum of tural History","1912",6,21,"Puerto Rico","Lares","","Lares","",18.22433,-66.2718,20.19,10.01,7.94,24.175,23.16,111.055,91.33,"HatchYear","Male","Tyrannus caudifasciatus taylori","Tyrannus_caudifasciatus_taylori"
"972",1831,"Tyrannus_caudifasciatus","taylori","sedentary","taxonomy","232166","MM","Smithsonian tiol Museum of tural History","1911",12,20,"Puerto Rico","","","Rio Piedras, 2 mi S","",18.22433,-66.2718,20.765,10.455,7.815,23.175,20.7,105.365,88.63,"HatchYear","Male","Tyrannus caudifasciatus taylori","Tyrannus_caudifasciatus_taylori"
"973",1832,"Tyrannus_caudifasciatus","taylori","sedentary","taxonomy","238862","MM","Smithsonian tiol Museum of tural History","1912",8,6,"Puerto Rico","","","Utuado, Rio Viri","",18.22433,-66.2718,21.095,10.63,7.75,23.615,23.65,109.535,90.94,"HatchYear","Male","Tyrannus caudifasciatus taylori","Tyrannus_caudifasciatus_taylori"
"974",1833,"Tyrannus_caudifasciatus","taylori","sedentary","taxonomy","238865","MM","Smithsonian tiol Museum of tural History","1912",7,27,"Puerto Rico","","","Comerio, Rio La Plata","",18.22433,-66.2718,20.29,10.27,7.975,24.24,22.085,110.115,93.46,"HatchYear","Male","Tyrannus caudifasciatus taylori","Tyrannus_caudifasciatus_taylori"
"975",1834,"Tyrannus_caudifasciatus","taylori","sedentary","taxonomy","238870","MM","Smithsonian tiol Museum of tural History","1912",6,28,"Puerto Rico","Lares","","La Sierra","",18.22433,-66.2718,19.505,10.725,7.225,23.68,23.93,109.425,91.53,"HatchYear","Male","Tyrannus caudifasciatus taylori","Tyrannus_caudifasciatus_taylori"
"976",1835,"Tyrannus_couchii","","partial","taxonomy","22078","MM","Louisiana State University Museum of tural Sciences","1956",8,17,"Mexico","San Luis Potosi","","N Ebano","",21.75,-99.65,15.16,10.08,5.935,19.205,NA,NA,NA,"HatchYear","Male","Tyrannus couchii","Tyrannus_couchii"
"977",1836,"Tyrannus_couchii","","partial","taxonomy","102827","MM","The Field Museum","1941",8,4,"Mexico","Tamaulipas","","Altamira","",22.39322,-97.9395,18.21,NA,NA,20.425,27.29,110.415,89.3,"HatchYear","Male","Tyrannus couchii","Tyrannus_couchii"
"978",1837,"Tyrannus_couchii","","partial","taxonomy","102828","MM","The Field Museum","1941",8,4,"Mexico","Tamaulipas","","Altamira","",22.40758,-97.9212,17.48,10.37,7.225,20,27.98,114.26,90.54,"HatchYear","Male","Tyrannus couchii","Tyrannus_couchii"
"979",1838,"Tyrannus_couchii","","partial","taxonomy","140332","MM","The Field Museum","1913",7,16,"United States of America","Texas","Cameron County","Brownsville","",25.930568,-97.484093,15.33,9.765,6.89,19.13,29.55,119.44,92.96,"HatchYear","Male","Tyrannus couchii","Tyrannus_couchii"
"980",1839,"Tyrannus_couchii","","partial","taxonomy","208971","MM","The Field Museum","1950",9,6,"Mexico","Tamaulipas","","Pano Ayuctle, 30 mi N El Mante, Rio Sabinas","",23.03185,-99.1459,15.12,9.235,7.315,18.67,29.675,115.45,93.34,"HatchYear","Male","Tyrannus couchii","Tyrannus_couchii"
"981",1840,"Tyrannus_crassirostris","crassirostris","migratory","taxonomy","102601","MM","The Field Museum","1941",8,15,"Mexico","Michoacan","","Apatzingan","",19.07623,-102.343,17.815,12.57,9.415,20.52,36.245,127.155,96.89,"HatchYear","Male","Tyrannus crassirostris crassirostris","Tyrannus_crassirostris_crassirostris"
"982",1842,"Tyrannus_dominicensis","dominicensis","migratory","taxonomy","373327","MM","The Field Museum","1953",8,3,"United States of America","Florida","Dade","Miami Beach","",25.791576,-80.130371,17.815,10.76,7.725,19,28.075,108.58,82.98,"HatchYear","Male","Tyrannus dominicensis dominicensis","Tyrannus_dominicensis_dominicensis"
"983",1843,"Tyrannus_dominicensis","dominicensis","migratory","taxonomy","352086","MM","The Field Museum","1967",7,29,"United States of America","Florida","Manatee","4 miles north, 1 mile west Palmetto ","",27.576903,-82.580315,21.2,10.93,8.775,19.76,32.71,113.86,88.92,"HatchYear","Male","Tyrannus dominicensis dominicensis","Tyrannus_dominicensis_dominicensis"
"984",1844,"Tyrannus_dominicensis","dominicensis","migratory","taxonomy","173538","MM","The Field Museum","1929",8,15,"United States of America","Florida","Volusia","Oak Hill","",28.864434,-80.854496,17.845,9.655,8.58,18.545,32.885,113.215,85.49,"HatchYear","Male","Tyrannus dominicensis dominicensis","Tyrannus_dominicensis_dominicensis"
"985",1845,"Tyrannus_dominicensis","dominicensis","migratory","taxonomy","373328","MM","The Field Museum","1956",11,18,"United States of America","Florida","Dade","5 miles east of Princeton on Coconut Palm Drive","",25.537485,-80.317783,20.36,10.655,8.205,19.04,33.25,110.825,87.94,"HatchYear","Male","Tyrannus dominicensis dominicensis","Tyrannus_dominicensis_dominicensis"
"986",1846,"Tyrannus_dominicensis","vorax","sedentary","taxonomy","47308","MM","Royal Ontario Museum","1905",11,6,"Guadeloupe","Dominica Island (Leewards)","","","",16.34188,-61.358,21.26,12.81,9.265,18.795,NA,NA,NA,"HatchYear","Male","Tyrannus dominicensis vorax","Tyrannus_dominicensis_vorax"
"987",1847,"Tyrannus_dominicensis","vorax","sedentary","taxonomy","138405","MM","Royal Ontario Museum","1954",10,12,"Surime","Leonsberg","Paramaribo District","Surime River, Blauwgrond","",5.881918,-55.1176,20.635,11.81,8.415,18.92,27.91,110.815,NA,"HatchYear","Male","Tyrannus dominicensis vorax","Tyrannus_dominicensis_vorax"
"988",1848,"Tyrannus_dominicensis","vorax","sedentary","taxonomy","124595","MM","The Field Museum","1904",10,10,"Dominica","","","Roseau","",15.4445,-61.3461,22.135,13.6,9.925,19.415,30.325,113.925,NA,"HatchYear","Male","Tyrannus dominicensis vorax","Tyrannus_dominicensis_vorax"
"989",1849,"Tyrannus_dominicensis","vorax","sedentary","taxonomy","47309","MM","Royal Ontario Museum","1903",9,20,"Montserrat","Barbuda Island","","Saint Georges","",16.74958,-62.1932,22.015,11.945,8.87,18.85,27.465,107.52,78.15,"HatchYear","Male","Tyrannus dominicensis vorax","Tyrannus_dominicensis_vorax"
"990",1850,"Tyrannus_dominicensis","vorax","sedentary","taxonomy","47313","MM","Royal Ontario Museum","1916",4,4,"Lesser Antilles","Carriacou","","","",12.47708,-61.4491,19.13,11.415,7.565,19.235,30.56,110.825,86.83,"HatchYear","Male","Tyrannus dominicensis vorax","Tyrannus_dominicensis_vorax"
"991",1851,"Tyrannus_forficatus","","migratory","taxonomy","155486","MM","Louisiana State University Museum of tural Sciences","1957",7,25,"United States of America","Oklahoma","Marshall County","Willis","",33.8833,-96.8167,13.395,7.475,5.72,19.335,38.45,116.495,NA,"HatchYear","Male","Tyrannus forficatus","Tyrannus_forficatus"
"992",1852,"Tyrannus_forficatus","","migratory","taxonomy","32237","MM","Louisiana State University Museum of tural Sciences","1963",10,13,"United States of America","Louisiana","East Baton Rouge","1 mi. SE Kleinpeter","",30.33965,-91.014041,13.065,7.98,6.9,18.63,33.5,107.995,109.85,"HatchYear","Male","Tyrannus forficatus","Tyrannus_forficatus"
"993",1853,"Tyrannus_forficatus","","migratory","taxonomy","126520","MM","Royal Ontario Museum","1976",7,23,"United States of America","Texas","Grimes County","1.5mi E of Anderson, HWY 149","",30.49985,-95.9656,13.405,7.135,5.825,19.535,39.35,114.27,130.69,"HatchYear","Male","Tyrannus forficatus","Tyrannus_forficatus"
"994",1854,"Tyrannus_forficatus","","migratory","taxonomy","6967","MM","Louisiana State University Museum of tural Sciences","1942",11,1,"United States of America","Louisiana","Cameron Parish","Creole","",29.79605,-93.1113,12.655,7.445,5.905,18.63,38.56,118.305,126.94,"HatchYear","Male","Tyrannus forficatus","Tyrannus_forficatus"
"995",1855,"Tyrannus_forficatus","","migratory","taxonomy","33751","MM","Louisiana State University Museum of tural Sciences","1960",11,12,"United States of America","Louisiana","Orleans Parish","New Orleans, Morrison Road","",30.04256,-89.9817,13.385,7.815,6.14,19.75,41.74,122.74,137.55,"HatchYear","Male","Tyrannus forficatus","Tyrannus_forficatus"
